title,text,class,subject,date
State Department informed of court ruling on Trump's immigration order: spokesperson,"WASHINGTON (Reuters) - The U.S. State Department was informed by the Justice Department of the ruling by a Washington state court blocking U.S. President Donald Trump’s order barring nationals from seven countries from entering the United States, a State Department spokesperson said on Friday. The State Department is working with the Department of Homeland Security to determine how the ruling affects its operations and will announce any changes affecting travelers to the United States as soon as that information is available, the spokesperson said. A federal judge in Seattle on Friday put a nationwide block on Trump’s week-old executive order. ",1,politicsNews,"February 4, 2017 "
Republican Senator Collins opposes Pruitt for EPA chief,"WASHINGTON (Reuters) - Republican U.S. Senator Susan Collins of Maine said on Wednesday she would oppose Oklahoma Attorney General Scott Pruitt’s nomination to head the Environmental Protection Agency, citing his numerous lawsuits against the agency. Pruitt is scheduled to face a Senate confirmation vote on Friday. Unless more Republicans join Collins in opposing Pruitt, his nomination is likely to be approved. Republicans hold 52 of the 100 seats in the chamber and Vice President Mike Pence could cast the deciding vote in case of a tie. “Due to my concerns about Mr. Pruitt’s commitment to the mission of the EPA, I will cast my vote in opposition to his confirmation,” Collins said in a statement. President Donald Trump has vowed to cut regulation to revive the oil, gas and coal industries, and has said he can do so without compromising air and water quality.  The Senate Environment and Public Works Committee approved Pruitt’s nomination two weeks ago after Democrats boycotted the vote over concerns about Pruitt’s environmental record. As Oklahoma attorney general, Pruitt sued the EPA more than a dozen times on behalf of the oil-drilling state and he has cast doubts on the science of climate change. “His actions leave me with considerable doubts about whether his vision for the EPA is consistent with the agency’s critical mission to protect human health and the environment,” Collins said. She said Pruitt had sued the EPA on issues of importance to Maine, including mercury controls for coal-fired power plants and efforts to reduce cross-state air pollution and greenhouse gas emissions. Senator Tom Carper, the top Democrat on the energy committee, and several other Democrats have asked Senate Leader Mitch McConnell to delay a procedural vote on Pruitt scheduled for Thursday. They want the vote delayed until after the conclusion of an emergency hearing in Oklahoma to be held at 4 p.m. ET that will consider whether emails between Pruitt’s office and officials at oil and gas companies should be released.  Access to those records was requested by the Center for Media and Democracy, a watchdog group, more than two years ago. Conservative group FreedomWorks blasted Collins, who also voted against the nomination last week of Education Secretary Betsy DeVos. Pence’s vote was needed to break a tie before DeVos was confirmed. FreedomWorks Chief Executive Adam Brandon said in a statement it was “a shame” that Collins was again aligning herself with “far-left Democrats and special interests.” ",1,politicsNews,"February 15, 2017 "
Valentin Katasonov: America is in agony and Trump is the doctor,"

November 12, 2016 - Fort Russ 

Neyromir TV (Video)  - Valentin Katasonov - Translated from Russian by Kristina Kharlova 


The heated discussion in the media is a diversion - focused on marginal issues appealing to emotions, while much graver issues that are at stake are hidden behind the scenes, explains Valentin Katasonov, p rofessor, associate member of the Russian Academy of Economic Science and Business. 




Part 1 (00.00-14.00) 





V.K: Trump understands the situation. I didn't expect him to be so open about revealing all the ills. He is revealing many of the secrets. This is better for America - to face the diagnosis, than to conceal it from  the patient.  

As you know interest rates in the countries of the Golden billion are below the floor.  Last year when interest rates were slightly raised, this caused serious consequences . Christine Lagarde appealed to stop or the global economy will crash. They did not raise interest rates again as planned. Not in the first or the second quarter. They are in a very difficult situation. Trump said if interest rates are raised America will default, because most of the budget will go to pay for interest rates.  

Trump probably wants to save capitalism, but capitalism without interest rates is nonsense. Trump  is a defender of capitalism. 

Host: Who is Hillary Clinton? 

V.K.: She doesn't say who she is, she is focused on some marginal subjects, like rights of minorities or climate change. We understand that these are silly games. 

Host: But climate change is real? 

V.K.: You know I was involved in this as part of World Bank and I know their schemes. Although there might be something going on, I can assure that they don't really care about it.  

Host: What about the ruble? 

V.K. It depends when this apocalypse will take place. The dropping of the ruble is part of the plan of the occupation. 

Only God knows when this apocalypse will happen, may be not next week, could be few months of years for sure, because all the resources have been exhausted. Trump senses this very well, and he wants to save capitalism and America, and for this he wants to negotiate with the lenders and restructure American debt. In reality America is working on new technologies which don't require any negotiations, I am taking about Iran. As you know in the beginning of 2o16 Uncle Sam said we are finally cancelling sanctions and unfreeze Iran's foreign assets. 

There are many conditions, some things are written down. Iran is not happy that America is writing off $2 billion to cover losses from terrorist act in Lebanon in 1983. I looked at some documents, Iran had nothing to do with it, but Uncle Sam found them guilty, just like those in 9/11. It turns out the culprit was Saudi Arabia.  

Host: But Saudi Arabia threatened to sell treasuries and was taken off the list of culprits? 

V.K. Who will let them sell it? Treasuries are in the depositories, it's a double key system, Saudi Arabia has one key and Uncle Sam has another key 

Host: Why is Russia buying these treasuries while in a crisis? We did mention this is a levy, but if we don't develop our industry and science nothing will help us? 

V.K. You know some of our elites hope they have an second base in the USA, the 'unsinkable'. We know some people have already set up base there, like the first deputy minister of finance. Some are closer, like the former minister of agriculture is in France. It is easier to count those who did not leave. This shows we are dealing with colonial administration which receives basic guarantees for citizenship in the US, France, GB. 

Host: Their policies lead to total collapse, what if the owners are not happy? 

V.K.: You know, lets not overestimate the masters, they act as parasites. Parsites keep feeding not thinking that the food will run out and they may also perish. They don't see beyond their nose. 

Speaking of Iran, according to Iran, their foreign reserves comprise $130 billion, according to US - $100 billion, half of them are gold and currency reserves belonging to Iran's Central bank, or the Sovereign fund of Iran. I think they will eat up these 130 billion very fast, because after the $2 billion, US announced they will demand $11.5 billion for 9/11. The appetite comes during the meal. The Iranian parliament discussed a bill to allow the government to begin a case about damages to Iran by USA. A working group will inventory all the events and estimate them.  

Today the world is entering a repatriation game, this is a commercialization of international relations and monetizing of our history. This is very important to Russian Federation. Baltic countries continue to work on such demands, especially Latvia. Ukraine is a little different. While the Baltics refer to Soviet occupation, Ukraine is talking about Crimea. Monetizing losses from events in Donbass and so on. I am just saying we should be a step ahead, we must prepare the same contra-measures. 



Don't get caught up in the media's agenda, dig deeper and think with your own head! - KK 



Part 2 coming soon... 


     Follow us on Facebook!                                                   
                                                   

       Follow us on Twitter! 
                               

             Donate! 
",0,,
Moscow says U.S. and North Korea should start a dialogue: RIA,"MOSCOW (Reuters) - Russian Deputy Foreign Minister Sergei Ryabkov said Moscow hopes that the United States and North Korea will start a dialogue, Russian state-run RIA news agency reported on Monday. Ryabkov said Washington and Pyongyang should start actual talks instead of discussing conditions for such talks. ",1,worldnews,"December 18, 2017 "
"PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” – TruthFeed","Breaking News PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” Breaking News By TruthFeedNews November 4, 2016 
By Piers Morgan When I competed in Donald Trump ’s first season of Celebrity Apprentice , he pitched me in the finale against country music star Trace Adkins. NBC promoted our showdown in endless commercials as ‘USA versus UK, good versus evil.’ Trace was portrayed as a strong, kind, polite, hard-working, all-American hero. I was depicted as an arrogant, obnoxious, ruthless British villain. There was just one problem, as I pointed out to Trump in a boardroom exchange that tragically never got aired. ‘One of us,’ I explained, ‘is a violent alcoholic who’s been shot by an ex-wife, stabbed in bar-room knife fights, and has a criminal record for a DUI.’ I competed in Donald Trump’s first season of Celebrity Apprentice – and I was once portrayed as evil, not unlike how Donald has been branded these days Yesterday, Hillary Clinton showed she didn’t get the ‘rise above the monster’ memo, shrieking herself hoarse (pictured today speaking in North Carolina) I paused for effect. ‘The other…. is me…. the bad guy.’ Trump roared with laughter. He got the irony, even if viewers never got the chance to. I was reminded of this today as I watched President Obama tear into Trump, branding him a small-brained, star-f***ing, Ku Klux Klan tolerating ‘loser’ born with a silver spoon in his mouth. It was an astonishingly personal and nasty attack from a man whose own wife Michelle recently declared from atop her lofty moral plinth: ‘When they go low, we go high.’ Yesterday, Hillary Clinton showed she didn’t get the ‘rise above the monster’ memo either, shrieking herself hoarse as she once again laid into Trump supporters she recently described as ‘The Deplorables’. ‘I am sick and tired of the negative, dark, divisive, dangerous vision and the anger of people who support Donald Trump,’ she raged. This follows a familiar pattern from Team Clinton as election day draws closer: when in doubt, trash Trump and his followers in the meanest, ugliest, most personal way possible. The mantra seems to be: ‘When they go low, we plummet even lower.’ A similar mistake was made in Britain during the EU referendum debate when the Remain campaigners belittled and berated the Brexiters in a snide, sneering, superior manner. They lost. The problem for Mrs Clinton as she gallops across the fields of America like a crusading white knight trying to single-handedly save the nation from imminent Armageddon at the hands of Mr Evil is that she’s the Trace Adkins of this battle. In other words, she ain’t no saint herself. Her supporters don’t accept this of course. To them, Hillary is a vestal political virgin of unimpeachable integrity. ‘Why would I want to criticise her?’ a female Clinton-ite actress indignantly asked me on Twitter yesterday. ‘She’s up against a mad man. Compared to him, she’s bathed in golden light.’ It was the kind of thing I’d expect Tom Cruise to say in defence of his beloved basket case Scientologists. Yet as I write this, Clinton is facing potential FBI criminal investigations on two fronts. One is the re-opened case of her ongoing email scandal, this time centering on the contents of sexting pervert Anthony Weiner’s laptop. The second, according to the Washington Post, is an investigation into an alleged ‘pay-or-play’ operation Hillary ran out of the State Department that favoured donors to the Clinton Foundation charity. At the root of it lies a central charge that the Clintons have cynically and greedily exploited political power and status to enrich themselves, under the convenient protective umbrella of their Foundation. Big sponsors have been repeatedly ‘invited’ to donate big sums to the Foundation, then also donate big sums to the personal fortunes of Bill or Hillary in the form of cash, holidays, private jets and other benefits. On the face of it, this seems like a prima facie case of potential corruption. Yet the Post further reports the FBI investigation into the Clinton Foundation has been held up by Attorney General Loretta Lynch, to the fury of many in the FBI. This is the same Loretta Lynch who Bill Clinton hijacked for a 30-minute conversation on a private airstrip days before the original FBI email investigation verdict exonerating his wife was made public. We can all draw our own conclusions, none of them I suspect very pretty. I know from first-hand experience there’s no such thing as a free lunch with the Clintons. There is no such thing as a free lunch with the Clintons. I know from my own dealings it’s quid-pro-quo: Bill would scratch my back if I scratched his I’ve interviewed Bill Clinton twice, for CNN. On both occasions, the request was only granted once I had agreed to moderate a panel for the former president at his annual Clinton Global Initiative event in aid of Clinton Foundation. It was a strict quid-pro-quo: Bill would scratch my back if I scratched his. So I scratched away, as do many other TV journalists each year who want an interview with him. There’s a similar pattern to almost everything in Planet Clinton: they trade favours. But when that trade involves millions of dollars raked into personal bank accounts on the back of charity donations, it stinks to high heaven. ‘Trace’ Clinton should get off her high horse, before she gets a nosebleed. 
H/T – DailyMail 
Support the Trump Movement and help us fight Liberal Media Bias. Please LIKE and SHARE this story on Facebook or Twitter. ",0,,
"Trumped by candidate's rhetoric, Republican lawmakers at a loss for words","WASHINGTON (Reuters) - The awkward efforts of Republicans to embrace their party’s standard-bearer Donald Trump looked particularly painful in Congress this week as lawmakers ducked into elevators, dashed away from reporters, ignored questions or, worse, tried to answer them.  Only days after a furor over his criticism of a Mexican-American judge, the presumptive presidential nominee sent Republicans reeling again by renewing his call for a ban on Muslim immigration after a gunman who pledged allegiance to Islamic militants killed of 49 people at a Florida nightclub. Then former reality TV star Trump waded into two sensitive topics for social conservatives by embracing the lesbian, gay, bisexual and transgender (LGBT) community and suggesting the country may need certain new gun control measures.   For lawmakers accustomed to well-crafted talking points and predictable lines of questioning, the week marked a chaotic flurry of contorted responses or terse, tight-lipped replies. Senator John Barrasso of Wyoming walked away when asked about Trump’s embrace of the LGBT community, saying: “I don’t know what the latest is. I haven’t read anything. I haven’t been watching.” Florida Senator Marco Rubio, a former Trump adversary in the presidential primaries, had to bat away two Trump questions before he could announce that he is considering running for re-election – a decision that could determine whether Republicans retain control of the Senate in the Nov. 8 election. Senator Ted Cruz, another rival in the primaries, refused to respond directly to the speech in which Trump hardened his line on Muslims while Senate Intelligence Chairman Richard Burr called it “an OK speech” before stepping into an elevator and refusing to respond to any more questions.   The Trump challenge is obvious even for seasoned Republicans.          “I’m spending my days commenting on everything that Donald Trump says,” lamented John McCain, chairman of Senate Armed Services Committee. Orrin Hatch, the longest-serving Republican in the Senate, ricocheted from rejection of Trump’s comments on Muslims to doubts about the legality of his proposed immigration ban to bafflement over the billionaire’s response to the Orlando shootings.  Trump controversies have also overshadowed House Speaker Paul Ryan’s rollout of a policy agenda, a campaign document that was supposed to help bring Trump’s position more into line with mainline party doctrine.  Asked on Thursday whether he was bothered by having to contend with Trump’s remarks, Ryan called Trump “a different kind of candidate...(in) a different kind of year.”  Asked how many more times he would be called on to do so, Ryan said: “I don’t know the answer to that question either.” In an ironic message to his critics among the Republican leadership this week, Trump had this to say: “Be quiet, just please be quiet. Don’t talk. Please be quiet. Just be quiet.” Ryan’s response? “...You can’t make this up sometimes,” he said.   A political neophyte who has never held elected office, Trump has also said he may not need much from his Republican colleagues on Capitol Hill anyway. “We have to have our Republicans either stick together or let me just do it by myself. I’ll do very well,” he said in a CNN interview. “A lot of people thought I should do that anyway, but I’ll just do it very nicely by myself.”    ",1,politicsNews,"June 16, 2016 "
BREAKING: PROTESTER JUMPS ON STAGE…Grabs Trump…Secret Service REACTS…Trump Reaction Is PRICELESS [Video],"A protester tried to attack Trump today at a rally in Dayton, OH but was subdued by the Secret Service. The crowd went nuts! Trump s reaction is PRICELESS:",0,left-news,"Mar 12, 2016"
KARMA! AG JEFF SESSIONS FIRES OBAMA-APPOINTED DOJ LAWYER Who Targeted Dinesh D’Souza,"Here s why we couldn t be happier! Preet Bharara was the same attorney who brought charges against conservative activist and author, Dinesh D Souza back in 2014. D Souza was sentenced to 5 years probation and 8 months in a community confinement center. It was clearly a witch hunt against D Souza after his revealing film, Obama s America 2016: The film was dead on in finally telling the truth about Obama and his radical political roots.  Via: Gateway Pundit",0,politics,"Mar 11, 2017"
"Clinton makes history, declares win in Democratic race","Corrections and clarifications: An earlier version of this story misstated who Bernie Sanders would be meeting with Thursday at the White House. He is scheduled to meet with President Obama.

BROOKLYN, N.Y. — Hillary Clinton marked her place in American history Tuesday night, declaring victory in the Democratic presidential race.

“Thanks to you, we’ve reached a milestone,” she told cheering supporters in Brooklyn, saying for the “first time in our nation’s history” a woman would lead a major-party ticket.

Clinton hit the magic number of 2,383 delegates needed to clinch the nomination on Monday night, as news organizations called the race for her based on support from superdelegates — party leaders and elected officials who have a vote at the convention and pledged to back her over Vermont Sen. Bernie Sanders.

Clinton waited until six states held a final round of contests Tuesday to declare victory, which will solidify her lead in pledged delegates earned through primaries and caucuses as well as her advantage in the overall popular vote.

Clinton picked up an easy win in New Jersey and also claimed victories in New Mexico and South Dakota. Sanders, meanwhile, won the North Dakota caucuses and the Montana primary.  The AP, CNN and NBC all called California for Clinton early Wednesday.

Clinton celebrated with supporters at Brooklyn Navy Yard and highlighted the historic nature of her win.

“Tonight’s victory is not about one person,” said Clinton, who was framed by American flags draping the walls and in a row behind her. “It belongs to generations of women and men who struggled and sacrificed and made this moment possible.”

A video that played prior to her speech spliced images of pivotal moments in the fight for women’s equality in the U.S. — from the suffragettes and the women’s liberation movement — with shots of her climbing stairs to address supporters.

The White House released a statement late Tuesday night saying that President Obama called both Clinton and Sanders, congratulating them ""for running inspiring campaigns"" and Clinton for hitting the magic number of delegates needed to secure the Democratic nod. The statement also said Obama and Sanders would meet at the White House on Thursday.

An endorsement of Clinton by the president is expected as early as this week.

Sanders has vowed to fight all the way to the nominating convention in Philadelphia, yet he is already coming under pressure from party officials to concede — the way Clinton did in her campaign against then-senator Barack Obama in June 2008 — with Clinton’s lead over Sanders more than double the advantage Obama had at the same time.

In her speech Tuesday night, Clinton made a direct appeal to the working-class voters who’ve been supporting Sanders and Trump. “So many of you feel like you’re out there on your own, that no one has your back — well I do.”

“Let there be no mistake: Sen. Sanders, his campaign and the vigorous debate about how to raise incomes, reduce inequality, increase upward mobility have been very good for the Democratic Party and for America,” she said. “It never feels good to put your heart into a cause and a candidate you believe in and to come up short,” she said. “I know that feeling well,” Clinton said to laughter.

Speaking in Santa Monica, Calif., late Tuesday night, Sanders thanked supporters for being ""part of the political revolution.""

""Our vision will be the future of America,"" he said, adding later that he would ""continue the fight"" to the final primary a week later in Washington, D.C. He acknowledged the odds against him were ""steep,"" but again vowed to press on to the July convention.

Clinton's win in the Democratic race marks a historic moment in American politics.

From India’s Indira Gandhi to Britain’s Margaret Thatcher and Germany’s Angela Merkel, many other nations have elevated women to their highest office. Yet the United States has been slow to do the same, with Clinton’s presumptive nomination coming exactly 100 years after the first woman, Jeannette Rankin, was elected to Congress.

“The U.S. has fallen far behind other countries in women’s political engagement in particular,” said Terry O’Neill, the head of the National Organization for Women, the nation’s largest organization of feminist activists. “We have huge barriers to women achieving these positions in the United States,” with only 20% female representation in the U.S. Congress, she said.

Polls suggest a matchup with Trump could be close, with Clinton ahead by just 2 points in the RealClearPolitics polling average, though Democrats are hoping the former secretary of State can increase her margin as the party unites behind a single candidate. That could depend on the tone that Sanders takes and whether his passionate, but disappointed, supporters begin to view the election as a referendum on Trump.

Clinton took Trump on with the same message she’s been delivering in stump speeches. “When he says, ‘Let’s make America great again,' that’s code for let’s take American backwards.""

The former first lady wrapped up her speech by paying tribute to her mother, who “taught me to never back down from a bully,"" which she said ended up being “pretty good advice.”

""I wish she could see her daughter become the Democratic Party's nominee,"" said Clinton.

House Minority Leader Nancy Pelosi, D-Calif., made an appeal to Sanders after announcing her support for Clinton on Tuesday morning.

“Bernie knows better than anyone what’s on the line in the election and that we at some point have to unify as we go forward,” Pelosi said on ABC’s Good Morning America.

In Sacramento, one Sanders supporter's view of Trump suggested Clinton's best hope of unifying the party may be the New York billionaire.

Aileen McDuff, 25, said she voted for the Vermont senator but will support Clinton if necessary. She's frightened, she said, of what a Trump presidency would be like.

""Everything he says is frightening,"" she said.",1,,
 Trump Threatens Public University Because Protesters Didn’t Let A Racist Bully Deliver His Hate Speech,"Donald Trump is getting thrashed on the Internet right now for threatening a public university.Milo Yiannopoulos was going to speak at the University of California-Berkeley on Wednesday but the school chose to cancel the event after massive protests broke out on campus against the speech.Yiannopoulos is a racist right-wing bully who hates strong women. He is associated with the  Alt-Right  movement that includes white nationalists, Nazis, and white supremacists.As the Southern Poverty Law Center notes,The fact that Yiannopoulos has been photographed wearing a necklace with the German Iron Cross symbol, illustrates the diversity of opinion within the Alt-Right world. But, at the end of the day, neo-Nazis like Anglin, coat-and-tie racists like Richard Spencer and Jared Taylor, and oddball figures like Yiannopoulos have more in common, in terms of sharing a vision of society as fundamentally determined by race, than they disagree about.The protests against Yiannopoulos forced U.C. Berkeley to cancel the speech. And Donald Trump is furious about it.If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view   NO FEDERAL FUNDS?  Donald J. Trump (@realDonaldTrump) February 2, 2017That s right, Trump literally just threatened to punish a public university for not letting a racist deliver a speech due to mass protests by students.It s a pathetic and unprecedented attack that Twitter users did not appreciate.@realDonaldTrump U don t see the hypocrisy in ur statement? Free speech IS peaceful protesting. Stop trying to be a dictator.  Kyle McMahon (@KMacMusic) February 2, 2017@realDonaldTrump Don t you try and ban free speech at WH press conferences? Or is that OK because dictators always have final say?  Mike P Williams (@Mike_P_Williams) February 2, 2017@realDonaldTrump while violence is never the answer, supporting Nazis (who are violent) isn t either. We need more education. UCB is great!  Jose Andrade (@jandrade) February 2, 2017@realDonaldTrump here we go. First you call journalists fake news. Now you ll go after universities. This is how civilisation ends.  Matt Haig (@matthaig1) February 2, 2017.@realDonaldTrump has no remorse for refugees from war-torn countries, but is a staunch advocate of a white foreigner who is as vile as him. pic.twitter.com/QGCClNR9N3  Al x Young  (@AlexYoung) February 2, 2017.@realDonaldTrump Vandalism was wrong but punishing the entire university for the actions of a few is so excessive, like banning a religion!  Jordan Uhl (@JordanUhl) February 2, 2017This coming from a man who knows all about practicing violence on innocent people w different views, right @realDonaldTrump! pic.twitter.com/v5sj4jlvv6  Khary Penebaker (@kharyp) February 2, 2017Donald Trump is a total hypocrite. He literally encouraged violence at his rallies but now he is all of a sudden angry about violence at a protest?1,500 people showed up to peacefully protest Yiannopoulos. It only got violent after  150 masked agitators  from an anarchist groups showed up and started attacking people and destroying property.One can hardly blame the university for something that was out of their control.Trump is also a hypocrite for whining in defense of free speech even though he has been attacking the free press and anyone who criticizes him. Also, hate speech is not free speech. And hate speech is what Yiannopoulos peddles.Once again, Donald Trump proves that he is out of his depth and is completely unqualified to be president.Featured image via Andrew Harrer-Pool/Getty Images",0,News,"February 2, 2017"
"Scotland, Wales and London want special Brexit deal if Northern Ireland gets one","EDINBURGH/LONDON (Reuters) - Scotland, Wales and London should all benefit from any special deal given to Northern Ireland to smooth access to European Union markets after Brexit, the three regions  most senior politicians said on Monday. Most Scots and Londoners voted to stay in the EU in June 2016 s referendum, unlike their compatriots in the rest of the United Kingdom. Politicians in Scotland, Wales and the British capital have campaigned for Britain as a whole to stay in the EU s single market to smooth trade relations. Prime Minister Theresa May has ruled that out so far, saying Britain needed the freedom to make its own rules and trade deals. But the three regions rallied to the cause again after Irish government sources said on Monday that the British government had agreed to maintain EU  regulatory alignment  for Northern Ireland, which is part of the UK but shares a land border with the Republic of Ireland, an EU member state. May said there had been no overall agreement on Monday. Keeping regulations in Northern Ireland similar to those in the rest of the EU make it less likely that the bloc would insist on border checks after Brexit. But making an exception of Northern Ireland could make it difficult for May to argue that others cannot have the same. So far, she has argued that Brexit should follow a one-size-fits-all pattern for the whole of the United Kingdom.  If one part of the United Kingdom can retain regulatory alignment with the European Union and effectively stay in the single market ... there is surely no good practical reason why others can t,  Nicola Sturgeon, the head of Scotland s devolved pro-independence government, said on Twitter. Sturgeon welcomed the outline of a deal that meant no return to a hard border in Ireland, but argued that such an agreement meant something similar for Scotland was even more vital.  For Scotland to find itself outside the single market, while Northern Ireland effectively stays in would place us at a double disadvantage when it comes to jobs and investment.  A large majority of voters in Scotland, one of the UK s four nations with around 5 million people, voted to stay in the EU, as did Northern Ireland. Wales and England, the most populous nation, voted to leave, straining the structure of the UK and complicating negotiations to unwind four decades of political and trading links with the EU.  Huge ramifications for London if Theresa May has conceded that it s possible for part of the UK to remain within the single market and customs union after Brexit,  Sadiq Khan, London s mayor, said on Twitter. Britain s capital, with a population of 8.8 million, voted by a margin of 59.9 percent to remain within the EU. Turnout was high by local standards at nearly 70 percent and Khan, from Britain s main opposition Labour Party, campaigned to stay in the EU. Welsh first minister Carwyn Jones called for Wales to be allowed to continue to participate in the single market if other parts of the UK could. May s government has up to now ruled out any special deal for Scotland, although the Scottish government published a year ago a plan for the northernmost part of the UK to remain in the single market even if Britain as a whole leaves. Its plan was, however, rejected as unworkable by the UK government. ",1,worldnews,"December 4, 2017 "
You Can Smell Hillary’s Fear,"Daniel Greenfield, a Shillman Journalism Fellow at the Freedom Center, is a New York writer focusing on radical Islam. In the final stretch of the election, Hillary Rodham Clinton has gone to war with the FBI. The word 'unprecedented' has been thrown around so often this election that it ought to be retired. But it’s still unprecedented for the nominee of a major political party to go war with the FBI. But that’s exactly what Hillary and her people have done. Coma patients just waking up now and watching an hour of CNN from their hospital beds would assume that FBI Director James Comey is Hillary’s opponent in this election. The FBI is under attack by everyone from Obama to CNN. Hillary’s people have circulated a letter attacking Comey. There are currently more media hit pieces lambasting him than targeting Trump. It wouldn’t be too surprising if the Clintons or their allies were to start running attack ads against the FBI. The FBI’s leadership is being warned that the entire left-wing establishment will form a lynch mob if they continue going after Hillary. And the FBI’s credibility is being attacked by the media and the Democrats to preemptively head off the results of the investigation of the Clinton Foundation and Hillary Clinton. The covert struggle between FBI agents and Obama’s DOJ people has gone explosively public. The New York Times has compared Comey to J. Edgar Hoover. Its bizarre headline, “James Comey Role Recalls Hoover’s FBI, Fairly or Not” practically admits up front that it’s spouting nonsense. The Boston Globe has published a column calling for Comey’s resignation. Not to be outdone, Time has an editorial claiming that the scandal is really an attack on all women. James Carville appeared on MSNBC to remind everyone that he was still alive and insane. He accused Comey of coordinating with House Republicans and the KGB. And you thought the “vast right wing conspiracy” was a stretch. Countless media stories charge Comey with violating procedure. Do you know what’s a procedural violation? Emailing classified information stored on your bathroom server. 
Senator Harry Reid has sent Comey a letter accusing him of violating the Hatch Act. The Hatch Act is a nice idea that has as much relevance in the age of Obama as the Tenth Amendment. But the cable news spectrum quickly filled with media hacks glancing at the Wikipedia article on the Hatch Act under the table while accusing the FBI director of one of the most awkward conspiracies against Hillary ever. If James Comey is really out to hurt Hillary, he picked one hell of a strange way to do it. 
Not too long ago Democrats were breathing a sigh of relief when he gave Hillary Clinton a pass in a prominent public statement. If he really were out to elect Trump by keeping the email scandal going, why did he trash the investigation? Was he on the payroll of House Republicans and the KGB back then and playing it coy or was it a sudden development where Vladimir Putin and Paul Ryan talked him into taking a look at Anthony Weiner’s computer? 
Either Comey is the most cunning FBI director that ever lived or he’s just awkwardly trying to navigate a political mess that has trapped him between a DOJ leadership whose political futures are tied to Hillary’s victory and his own bureau whose apolitical agents just want to be allowed to do their jobs. 
The only truly mysterious thing is why Hillary and her associates decided to go to war with a respected Federal agency. Most Americans like the FBI while Hillary Clinton enjoys a 60% unfavorable rating. 
And it’s an interesting question. 
Hillary’s old strategy was to lie and deny that the FBI even had a criminal investigation underway. Instead her associates insisted that it was a security review. The FBI corrected her and she shrugged it off. But the old breezy denial approach has given way to a savage assault on the FBI. 
Pretending that nothing was wrong was a bad strategy, but it was a better one that picking a fight with the FBI while lunatic Clinton associates try to claim that the FBI is really the KGB. 
There are two possible explanations. 
Hillary Clinton might be arrogant enough to lash out at the FBI now that she believes that victory is near. The same kind of hubris that led her to plan her victory fireworks display could lead her to declare a war on the FBI for irritating her during the final miles of her campaign. 
But the other explanation is that her people panicked. 
Going to war with the FBI is not the behavior of a smart and focused presidential campaign. It’s an act of desperation. When a presidential candidate decides that her only option is to try and destroy the credibility of the FBI, that’s not hubris, it’s fear of what the FBI might be about to reveal about her. 
During the original FBI investigation, Hillary Clinton was confident that she could ride it out. And she had good reason for believing that. But that Hillary Clinton is gone. In her place is a paranoid wreck. Within a short space of time the “positive” Clinton campaign promising to unite the country has been replaced by a desperate and flailing operation that has focused all its energy on fighting the FBI. 
There’s only one reason for such bizarre behavior. 
The Clinton campaign has decided that an FBI investigation of the latest batch of emails poses a threat to its survival. And so it’s gone all in on fighting the FBI. It’s an unprecedented step born of fear. It’s hard to know whether that fear is justified. But the existence of that fear already tells us a whole lot. 
Clinton loyalists rigged the old investigation. They knew the outcome ahead of time as well as they knew the debate questions. Now suddenly they are no longer in control. And they are afraid. 
You can smell the fear. 
The FBI has wiretaps from the investigation of the Clinton Foundation. It’s finding new emails all the time. And Clintonworld panicked. The spinmeisters of Clintonworld have claimed that the email scandal is just so much smoke without fire. All that’s here is the appearance of impropriety without any of the substance. But this isn’t how you react to smoke. It’s how you respond to a fire. 
The misguided assault on the FBI tells us that Hillary Clinton and her allies are afraid of a revelation bigger than the fundamental illegality of her email setup. The email setup was a preemptive cover up. The Clinton campaign has panicked badly out of the belief, right or wrong, that whatever crime the illegal setup was meant to cover up is at risk of being exposed. 
The Clintons have weathered countless scandals over the years. Whatever they are protecting this time around is bigger than the usual corruption, bribery, sexual assaults and abuses of power that have followed them around throughout the years. This is bigger and more damaging than any of the allegations that have already come out. And they don’t want FBI investigators anywhere near it. 
The campaign against Comey is pure intimidation. It’s also a warning. Any senior FBI people who value their careers are being warned to stay away. The Democrats are closing ranks around their nominee against the FBI. It’s an ugly and unprecedented scene. It may also be their last stand. 
Hillary Clinton has awkwardly wound her way through numerous scandals in just this election cycle. But she’s never shown fear or desperation before. Now that has changed. Whatever she is afraid of, it lies buried in her emails with Huma Abedin. And it can bring her down like nothing else has.",0,,
